"label","sentence"
"0","RT {{MENTION}}: »Om fem år er der ikke nogen, der ejer sin egen bil mere, og de biler, vi køber nu, er de sidste,« siger ⁦⁦{{MENTION}}⁩. Læs…"
"1","You can purchase this stunning, nonetheless distinctive work of meditating seated Buddha fastidiously carved with mammoth ivory. 

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"0","{{MENTION}} Would you consider adding an RSS feed?"
"0","{{URL}} Ranitidine"
"0","{{MENTION}} {{MENTION}} Just been told by the BandQ CS advisor that his computer is down and will be fixed this Friday #disappointed"
"0","Wordle 227 3/6*

⬛⬛🟨⬛🟨
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
"0","one person unfollowed me // automatically checked by {{URL}}"
"1","You can buy this beautiful work of The Dragon And Phoenix on a wooden plank carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}"
"1","Look at this fascinating and enchanting work Padmapani Buddha Statue carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"0","RT {{MENTION}}: We are running a survey to help us better understand how we can best support our LGBTQ+ communities 🏳️‍🌈🏳️‍⚧️ 

The survey is…"
"1","Carrington &amp; Co. London - A 19th century Rosewood and etched ivory cased eight day mantel timepiece, lot 200 inour weekly sale, est £400-£600 #antiques #clocks #auction #Lewes {{URL}}"
"1","A Japanese Ivory netsuke, Signed Mitsuchika. {{URL}}
#japanese #ivory #antique #meiji {{URL}}"
"0","78330: Severe Weather Statement issued November 22 at 8:17PM CST until November 22 at 8:45PM CST by NWS Corpus Christ {{URL}}"
"0","{{URL}}"
"1","Art Deco shagreen and ivory travel desk clock. Art Deco shagreen and ivory travel desk clock. The sh {{URL}}"
"0","brings back old memories.. {{URL}} - the leh bike trip"
"0","{{MENTION}} Sentido Rio?"
"0","{{MENTION}} uomo vero, oltre che persona professionale e preparata!!!"
"0","Göz yaşlarımın doğum günü kulu olur mu?"
"1","Spanish Cabinet secrets
Fronts in ivory. High 150 cm width 90 cm
#antiques #antiquesinargentina {{URL}}"
"0","RT {{MENTION}}: Native Nations reach $590 million settlement with opioid manufacturers and distributers for their role in the opioid cris…"
"1","Our auction this Saturday features a number of beautiful antique wax seals from a single collection. Sold in separate lots the seals encompass diverse materials and designs, including a silver owl together with agate, gold and ivory examples. See them in our online catalogue now. {{URL}}"
"0","{{MENTION}} To me it’s more about what Freud calls the narcissism of small differences. We can debate how stupid her comment is. We can’t debate whether this is at all important in the grand scheme of things. It just clearly isn’t."
"0","{{MENTION}} {{MENTION}} He didn't because team politics not only betrayed him but to nation also."
"0",".{{MENTION}} and {{MENTION}}: This is SHAMEFUL! Anti-#LGBT guidance is an affront to American values. {{MENTION}} {{MENTION}}"
"1","A #Japanese carved #ivory #Okimono of an egg seller from #Meiji period; the seated figure is holding an egg in his left hand for close inspection.

Sold at #auction for £600 plus commission. {{URL}}"
"0","Screw workkk today :( I hate waking up in the rain - this news article is so motivational!! {{URL}}"
"1","Small ivory card case #jeremygreenantiques #cardcase #ivory {{URL}}"
"0","{{MENTION}} Shine on you crazy diamond..."
"0","{{MENTION}} I asked myself the same question but only because the series finale was so terrible, it makes the other 179 episodes pointless lol"
"0","{{MENTION}} I read a story recently about when he asked you and  {{MENTION}}  to captain the team at Smitty’s dive bar on Grand in Oakland over shots. Would’ve loved to have been a fly on that wall."
"0","Hey {{MENTION}} any coupon codes I can use on my purchase? {{URL}} via {{MENTION}}"
"1","Take a look at this amazing Mammoth Ivory Netsuke {{URL}}"
"1","RT {{MENTION}}: A #Victorian #ivory &amp; mercury Elliot Bros desk thermometer {{URL}} #Antiques #Office #GiftIdeas {{URL}}"
"0","Nice piece featuring the amazing Dr. David Spiegel. My co-founder at {{URL}}. #hypnosisworks. #reverihealth.  {{URL}}"
"1","RT {{MENTION}}: Paul Heermann (1673-1732) - Cupid pissing, ivory relief carving. End the modern ivory trade but please #protectantique…"
"1","An extremely amazing Mammoth ivory Netsuke of the Seven Lucky gods(Or Japans’ Seven Gods of Fortune) in a bottle Guard.

{{URL}}

#handmade #ivory #sculpture #carving #tusk #art {{URL}}"
"0","{{MENTION}} {{MENTION}} sounds like we need to relaunch mEgo portable profiles :-) {{URL}}"
"1","An Inuit serpentine carving circa 1950s of the improbable narwhal. Each sinuous fold has been lovingly and expertly carved. The narwhal's single twisted tusk is  carved from ivory. Signed in Inuktitut syllabics by the artist.

Dimensions: 17"" x 11.5"" x 7""

{{URL}} {{URL}}"
"1","Finally, our webshop Mammoth Ivory Carvings is online! Check it out! {{URL}}"
"1","OGP The latest from {{MENTION}}
OGP member's collections
- A modern metal wall sculpture by Jon Allen
- An original painting by Carne Griffiths
- A Zitan wood &amp; ivory carving Buddha statue
- A set of Chinese classical styled armchairs and end table
{{URL}} {{URL}}"
"0","{{MENTION}} Any chance of this becoming a feature at some point?  I really like to distinguish my different projects by different themes."
"0","{{MENTION}} Não, desista"
"0","RT {{MENTION}}: Join us on 02/08. Learn how #ComputerVision is transforming the world. Register for free: {{URL}}

{{MENTION}}…"
"1","Mammoth Ivory Netsuke – TWIN OWLS

This outstanding Netsuke made of 100% genuine Mammoth ivory Tusk &amp; made out from the best grade of mammoth ivory tusk.

{{URL}}

#sculpture #ivory #mammothivory #art #workart #netsuke #carving {{URL}}"
"1","Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}"
"0","Ganmamg style quetema mas chistoso ese video"
"1","The weird, the wonderful and the macabre. Our 20/21 May auction, including the contents of Astley Townhouse, includes some of the most unusual and bizarre items we have ever seen. Featured - A Meiji period carved ivory human skull, snake and skeleton netsuke £800-1,200 {{URL}}"
"0","{{MENTION}} Exemplo de hoje, orgulho de amanhã. ♥"
"1","Antique Legal Mammoth Ivory Carving of Fukurokuju

One of the prominent seven Lucky Gods, #fukurokuju is omnipresent in Japanese mythology. Handcrafted by #mastercarver.

{{URL}}

#mammoth #mammothivory #ivory #carving #japanesegod #sculpture #art  #collection {{URL}}"
"0","{{URL}} 
Wow."
"0","I just made $612 today working a few hour from home  {{URL}}"
"1","Magnifying Glass Ivory  10 cm c.1890 {{URL}} via {{MENTION}}"
"0","#ABGT203 Another great start! And another commute that just got better. #fanforlife 12 years and counting!"
"1","Lot 375 - A silver presentation trowel with a superbly carved ivory handle- William Taylor for St Peters Church Preston. Hallmarked for London 1848 by Edward, John &amp; William Barnard #auction #antique #antiquesilver #silvercollection #silverdealer #churchillauctions {{MENTION}} {{URL}}"
"1","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}"
"0","RT {{MENTION}}: A free sign-up to meet Donald Trump?

You know what to do… {{URL}}"
"0","{{MENTION}} {{MENTION}} Jane’s is indeed a wonderful consignment shop! They focus on in-season and lightly-worn clothing, and I have bags of all-season and spring/ summer gear …"
"1","Group of European ivory
animals playing
#antiques #antiquesinArgentina {{URL}}"
"0","okay maybe I'm done for the year"
"1","⚱️⚱️Shibayama Inlay (Shibayama Zōgan) is a lacquer art form distinguished by high relief carved inlays made from shell, coral, tortoiseshell, and ivory. Many gorgeous Shibayama crafts were exported during the... {{URL}}"
"1","Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}"
"1","Meissen Porcelain Figurine The Drummer From Meissen Monkey Band 

Offer Link: {{URL}}

#Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}"
"0","On a date with a hot woman."
"0","burcuozberk'in fotoğrafı {{URL}}"
"0","That's a bunch of ""fucks"", but I'm in a rush to sign out of here and go have lunch with Kristina and the cats.

See you on the other side, I hope."
"1","Mammoth Ivory Masterpiece Netsuke – Father &amp; Son with a Fish
The relationship between father and son is a classic and timeless relationship worthy of artistic interpretation.

{{URL}}

#masterpiece #sculpture #art {{URL}}"
"0","RT {{MENTION}}: PAUL JOURNET - La forêt des mal-aimés #lapresseplus {{URL}}"
"0","Holy Shit, its still here!"
"1","Soon! {{URL}} (Mammoth Ivory Carving) webshop online!"
"1","New items in cabinet 124 #astraantiquescentre #victorian #doll #silver #medal #Georgian #ivory {{URL}}"
"1","Collection of Antique Ebony &amp; Ivory Dominoes available at {{URL}}. {{URL}}"
"1","I am selling my beautiful piano if anyone is interested. Its loved but gets little playing attention - sob.  Mahogany, iron frame and ivory keys. Stamped for 1921. In fine condition. Regularly tuned. Purchased 8... {{URL}}"
"0","{{MENTION}} Had this exact discussion yesterday with my wife while driving to Madison on 94."
"1","Mammoth Ivory Netsuke – Monkey Sitting on Horse Back

Special Offer Link: {{URL}}
.
.
.
 #antique #netsuke #antiquenetsuke #ivorynetsuke #antiqueivory #hare #netsukeivory #ivoryhare #japanantique #石川 #Ishikawa #meijiperiod #meijinetsuke #theharewithambereyes {{URL}}"
"1","OGP The latest from {{MENTION}}
OGP MEMBER COLLECTIONS
- Avalokiteśvara and Lotus：A traditional handmade Zitan wood and ivory carving Buddha statue
- Six ritual jades of Chinese zodiac, Shang dynasty (1600 – c. 1046 BC)
{{URL}}
{{URL}} {{URL}}"
"0","Go God! {{URL}}"
"1","You can buy this beautiful, yet unique work of Meditating Seated Buddha carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}"
"0","{{MENTION}} I'll allow it.  But you also have to look at the hideous 70s (?) era apartments in the OWS to see how Blah this can be, and how bad the response can be (OWS Association is absurd). Is there a good inbetween?"
"0","Join me in supporting the Anpetu Wi wind farm {{MENTION}} {{URL}}"
"0","Hey everyone I made $386 today check out how I made it! {{URL}}"
"0","{{MENTION}} {{MENTION}} My man!"
"1","Check this gorgeous Mammoth ivory carving {{URL}}"
"0","平均年齢約35歳 {{URL}}"
"1","Here is the ivory panel and the information provided in the gallery {{URL}}"
"0","{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} This is insanity. What happens when permissiveness changes underlying behaviors. Brazenness becomes the norm. Hard to go back."
"0","#BELvsUSA #howard"
"1","RT {{MENTION}}: A very unusual large signed #Japanese #Meiji period wood and ivory okimono of a group of carousing skeletons, 19in x 9.7…"
"0","Hay una trabajadora de casa particular de subse y el sacoweas del cuico de Torrealba dice que al gobierno de Boric le falta calle.
Son weones hasta cuando le dan servida la opción de no ser weones"
"0","{{MENTION}} being in a relationship. 😂"
"1","Lovely little signed carved ivory Buddha figure #eclectic #antiques #alfiesantiques #London #ivory #Buddha {{URL}}"
"1","You can obtain this glorious carving of Laughing Buddha twiddling with 2 kids rigorously carven with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"0","RT {{MENTION}}: We were lucky to have {{MENTION}} from the {{MENTION}} shed light on the complicated media landscape we live in, namely: how do w…"
"0","She’s about 3 years old, and decided a couple of weeks ago to just move in. She’s a sweet gal, so I guess she’s staying 🤷🏻‍♀️😂 {{URL}}"
"0","{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} The question to you is will there ever be that change you desire most for Nigeria? If yes, can you imagine how this would unfold? If no, then we are just in cycles!"
"1","You can buy this wonderful, yet exquisite work of Crane and Deer  on a wooden plank carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"1","You can buy this explicit carving of Laughing Buddha Holding a Wealth Ball in his hand carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}"
"1","RT {{MENTION}}: A stianed ivory chess set #Antiques from Everitt and Rogers Limited {{URL}}  {{MENTION}} {{URL}}"
"1","Just a small collection of carved Ivory and Rhinoceros antiquities that was sold, paid and collected for in our latest fine art auction. Despite the potential ban, the market is still strong for these wonderful works of art. {{URL}}"
"0","אהוד ברק אולי תתחיל לסתום את הפה שלך! אתה בן אדם המייצר שינאה ומתוסכל אל דאגה נסתדר בלעדיך."
"0","Kandy Korn! :) {{URL}}"
"1","Green &amp; White (Indian) #ivory #ChessSet. Complete &amp; in excellent condition. c1850. #Bath; #Antiques; #Chess; #ForSale; #QuietStreet {{URL}}"
"0","exit dulu twibiboys. chibi chibi, ha ha ha ha ha ha. see you babay;*&lt;33"
"0","Epic gender reveal! Congrats Chuy and Abby cc {{MENTION}} {{URL}}"
"0","Is there anything more unpatriotic than covering our lovely stars and bars with a deranged man-baby? 

[checks notes]

Yes, of course, my fault. Attacking our nation’s capital because your man-baby didn’t win is indeed more unpatriotic. {{URL}}"
"1","An unusual and fine Indian miniature on ivory, c. 1880.
{{URL}} #indian #miniature #ivory #antique {{URL}}"
"1","Any keen writers will appreciate lot 189 featured in day 1 of our Oxford Library Sale. This striking 18th century Italian rosewood &amp; ivory writing slope features finely engraved panels depicting figural &amp; hunting subjects (est:£500 - £800). Pre-register at {{URL}} {{URL}}"
"0","RT {{MENTION}}: Waddle 🐧
Waddle 🐧

#FinsUp x #DolphinsElevator {{URL}}"
"0","trying to hydrate after a long weekend of debotchery. some food is helping...more fluid...please"
"0","RT {{MENTION}}: That there is a Starship Enterprise implies the existence of a Starship Pro and a Starship Free"
"0","Driving aroundd :P"
"1","Mammoth Ivory Netsuke – On The Bridge

This is Mammoth Ivory Netsuke of Bridge Scene Breathtakingly beautiful with bold, defined strokes, capturing the expression of the Japanese people that are on the bridge.
{{URL}}

#ivory #sculpture #mammothivory #netsuke #art {{URL}}"
"1","Look at this mighty yet robust creation of Japanese Samurai Figurines precisely sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"1","You can buy this wonderful, yet unique work of Two Squirrels Playing with each other.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping"
"0","I challenged Wo Hao Niu Cha and won:) Challenge players from around the world! #BrainWars
{{URL}} {{URL}}"
"0","{{MENTION}} so wait... her daughter was less than a year old when ""The mother-daughter duo first launched Pixie’s Bows in 2011""?"
"0","wow...very beautiful {{URL}}"
"0","{{MENTION}} {{MENTION}} Congratulations!"
"0","Going running yeah for workout"
"0","I wish the twitter team the best of luck and trust that they will be successful in continuing to develop this important communication tool."
"0","RT {{MENTION}}: Our hospital is full, our morgue is full, we are trying to run our ER with 2 RNs (🙋🏽‍♀️+ 1), I have bruises on my hands…"
"0","The latest The Trendy Nic Daily! {{URL}} Thanks to {{MENTION}} #gno #timepoy"
"1","Look at this excellent, exquisite work of Bonsai tree with duck twins on a picket plank fastidiously carved with mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"0","{{MENTION}} {{MENTION}} Apple Music. 🤷"
"0","RT {{MENTION}}: 100k terminals shipped!
{{URL}}"
"0","$102.82 this week! This is how I now make a part time income... You can too &gt;&gt; {{URL}}"
"0","{{URL}}"
"0","Selling 2 Leeds fest Sunday tickets dm #LeedsFestival"
"0","RT {{MENTION}}: to aki no col com o {{MENTION}}"
"1","Look at this intricate yet delicate creation of a Traditional Chinese Village with all Antique Idols with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}"
"0","{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} Till they got A350, they were an almost all Boeing fleet for many years and Douglas before it. (some MD-11 and De Havilland props inbetween)"
"0","Making money from home has never been so easy... Working about 3 hours a day {{URL}}"
"0","#Truth {{URL}}"
"0","Loved this video on zero-knowledge proofs: {{URL}}"
"0","RT {{MENTION}}: Why tolling on Chciago's Lake Shore Drive is a BAD idea:  {{URL}}"
"0","{{MENTION}} No Kidding...and kids could stay out without parents just as long as they were home when the street lights came on (at least that was the rule in Nebraska and Kansas back in the day)."
