"label","sentence"
"1","#letstrove vintage french ivory dining set all with beautiful shell and leaf carvings- a real statement piece for any dining room, which seats up to 10 people when fully extended!
{{url}} 
#vintagediningset #frenchdiningset #frenchhome #frenchinteriors {{url}} [sep] online furniture store providing european, french, antique and shabby chic items lovingly enhanced or restored to cherish in your home for years to come [sep] [noocr]"
"1","{{url}} - photoshoot mammoth ivory carvings [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","the weird, the wonderful and the macabre. our 20/21 may auction, including the contents of astley townhouse, includes some of the most unusual and bizarre items we have ever seen. featured - a meiji period carved ivory human skull, snake and skeleton netsuke £800-1,200 {{url}} [sep] fine art & antique auctioneers & valuers. our next auction, back to the future 17 and 18 february. see website for details [sep] "
"1","our christmas sale includes objects, jewellery, silver and alcohol - starts at 9:30am on wednesday 8th december.

lot no 3 - sixteen indian mughal oval portrait miniatures hand painted onto ivory of temples and figures,

view the catalogue here: {{url}}

#mughal {{url}} [sep] eastbourne auctions are the souths leading auctioneers & valuers with a passion for collectable items sold around the world [sep] "
"1","you can buy this antique carving of lions and rhino handcrafted statue produced using with the finest mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] re.eom
wwwvy a

  www, andart.com
"
"1","you can buy this wonderful, yet unique work of two squirrels playing with each other.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #ivoryandart #christmassale #holidayshopping [sep] i love art especially carved legal ivory [sep] [noocr]"
"1","what a beautiful year it has been! we can only say thanks to all our customers!!
wishing you all a great evening with family and friends, and that 2020 may bring you good health and joy!
#ivoryandart #ivorycarving #mammothivory #legalivory #carveivory #netsuke #mammothivorytusk {{url}} [sep] i love art especially carved legal ivory [sep] "
"1","new item added to the site a rare 18th century mughal anthropomorphic carved ivory cane handle with suspended tongue. {{url}} [sep] call me naive, antique english pottery, furniture, pictures, and british folk art dealer & collector. [sep] [noocr]"
"1","asian art in london soon! ivory shibayama fruit on sale - bulstrodes #lotoftheday {{mention}} {{url}} {{url}} [sep] [nodes] [sep] "
"1","preparing the photoshoot for our mammoth ivory carvings! [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","this outstanding netsuke made of 100% genuine mammoth ivory tusk & made out from the best grade of mammoth ivory tusk.

{{url}}

#monkeys #elephant #ivory #collection #tusk {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
netsuke - two
monkeys on
elephant

a masterpiece
netsuke

| ivoryandart com

"
"1","another brilliant selling lot this morning... the large japanese carved ivory figure

{{url}} {{url}} [sep] [nodes] [sep] k
x,
n on

er on
ies 6)

prints,

)

, on an
tringing,
; 215 cm

a couple
are above
l docl
"
"1","meissen porcelain figurine the drummer from meissen monkey band 

offer link: {{url}}

#mammoth #ivory #warriors #tusk #qiang #ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory [sep] meissen porcelain figurine
the drummer from
meissen monkey

. now $990

| ivoryandart com
| here art and history click’

"
"1","goa ivory, 18th century, 11,5 cm {{url}} [sep] antiques dealer in brussels [sep] "
"1","{{mention}} mammoth ivory facebook is awesom! [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","anglo-indian shisham wood & ivory inlaid side table from mysore, attributed to ahmedali & brothers of mysore (awarded a silver medal at the calcutta exhibition of 1884). £1,200: {{url}} [sep] antiques dealer, ex bonhams. writer & blogger. likes gin and backgammon. unhealthy interest in second hand books and unreliable cars. [sep] [noocr]"
"1","digging this….
george iii irish silver butter spade marked for dublin 1786 with stained ivory handle by joseph jackson, having the crest of newton of charlton, kent and dunleckny, co. carlow, ireland. {{url}} [sep] antique dealer based in franschhoek, south africa. the old corkscrew is my home base but you can catch me in johannesburg and london as well. [sep]    r\\\ _ﬁlz)‘/
(’;%7 c=s—iaaa
\&3

e

"
"1","rt {{mention}}: a fine selection of 19th century #chinese and #japanese carved #ivory #figures/items. islamic & oriental 29 july {{mention}}… [sep] auction after sales specialists.  contact us before bidding for a complete p&p service. [sep] [noocr]"
"1","mammoth ivory website under construction!! [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","you can buy this enchanting and enthralling masterpiece carving of a pig on a wooden plank by authentic mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] "
"1","rt {{mention}}: a #victorian #ivory & mercury elliot bros desk thermometer {{url}} #antiques #office #giftideas {{url}} [sep] shropshire's largest antique retailer. specialists in antique furniture, clocks & barometers. follow our page {{mention}} & find corner farm on instagram. [sep] [noocr]"
"1","chinese carved ivory & wood card cases. {{url}} [sep] консультационный центр [sep] v@ )\ e,
g”“*;'\"" 1.}\

   "
"1","just arrived!! new mammoth ivory carvings  {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","s/4625 antique treen early 19th century circular trinket box

a good quality and interesting regency period circular trinket box, having a rounded and fitted lid and base with ivory banding that is made up of various different woods throughout. 

{{url}} {{url}} [sep] antique and period furniture dealer [sep] "
"1","our silver collection is approaching 500 products including many pieces of silver cutlery. two examples... edward vii silver ferruled and ivory handled dessert knives and forks & georgian, george iii, silver & mother of pearl dessert knives & forks. {{url}} {{url}} [sep] york's largest and friendliest #antiques #centre with over 120 showcases and units. #york #yorkshire #uk #vintage #jewellery #collectables #pottery [sep] 1 i 7'

 | f ,
ol i.l\u maiu

"
"1","excited to share the latest addition to my #etsyvintage shop #vintage #handcarved #ivory #rosebrooch #finejewellery #24ktgold #wellsjewelry #collectible #heirloom #weddingjewelry {{url}} {{url}} [sep] original art glass designs  
instagram: {{mention}}io etsy: {{url}} [sep] vya to e o [avate to w = 53v a oo ] 11}
"
"1","item of the day - rare pair antique asian ivory & ebony erotic game counters 19h c. {{url}} {{url}} [sep] we're now {{mention}}. follow us there. [sep] "
"1","nine oval miniature on ivory portrait paintings of prominent colonial-era americans ... - {{url}} {{url}} [sep] your source for free news about antiques, collectibles and auctions. [sep] "
"1","our auction this saturday features a number of beautiful antique wax seals from a single collection. sold in separate lots the seals encompass diverse materials and designs, including a silver owl together with agate, gold and ivory examples. see them in our online catalogue now. {{url}} [sep] the official twitter account of arthur johnson auctioneers & valuers {{url}} [sep] "
"1","a large 19th century japanese carved and panelled ivory and bone shrine. islamic and oriental 15 september. estimate: £400-600 {{mention}} {{url}} [sep] john nicholson's auctioneers are the largest auctioneers in the south of england, holding regular fine art, general and antiquarian auctions [sep] "
"1","19th century hand painted miniature portrait on ivory by olga perin {{url}} [sep] #antiques #art #portraitminiatures ama {{url}} ebay {{url}} pin {{url}} etsy {{url}} [sep] [noocr]"
"1","mammoth ivory masterpiece netsuke – father & son with a fish
the relationship between father and son is a classic and timeless relationship worthy of artistic interpretation.

{{url}}

#masterpiece #sculpture #art {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
masterpiece netsuke

- father & son with a
fish a masterpiece
netsuke
now $990.00

free shipping

ivoryandart com

e art and history click

"
"1","mammoth ivory figurine – two japanese geishas
this is a very high quality mammoth ivory carving of two half naked japanese geishas
this erotic figurine is hand carved by master carver to perfection.

{{url}}

#geisha #art #mammoth #mammothivory #erotic {{url}} [sep] i love art especially carved legal ivory [sep] free

) s|

shipping '@

"
"1","hand painted on ivory miniature of lady carrington {{mention}} {{url}} [sep] terrier antiques, purveyors of fine antiques, vintage and collectables, fair promotion, competitions, please check us out at {{url}} [sep] [noocr]"
"1","take a look at this stunning phoenicio-egyptian ivory seated scribe 😲 it is rare and provenanced and has a loop for suspension. view it here: {{url}} {{url}} [sep] ancient & oriental is the website brand of ancient art, london's leading purveyor of antiquities and coins. [sep] .h,*.g.h..&.f o s y

._w&,ﬂ,, .

"
"1","check out this item in my etsy shop {{url}} #prebanivory #ivoryjewelery #vintageivory [sep] art/ vintage jewellery/ collectibles 🎁
check out our instagram and facebook
 {{mention}}  
{{url}}
🖼🎨🔎🗿 [sep] [noocr]"
"1","3 of our fantastic indian ivory miniatures available on our website #ivory #indian #antiques {{url}} {{url}} [sep] philip carrol is a regular exhibitor at major british antique fairs; including the bada fair, olympia & harrogate antiques fair. specialising in fine ceramics [sep]  "
"1","rt {{mention}}: a stianed ivory chess set #antiques from everitt and rogers limited {{url}}  {{mention}} {{url}} [sep] specialising in antique furniture restoration. [sep] [noocr]"
"1","a victorian ivory cane handle modelled as a greyhound.
{{url}} @ london,… {{url}} [sep] specialist in silver artefacts and silver reference books. over 30 years experience and expertise. [sep] [noocr]"
"1","art deco shagreen and ivory travel desk clock. art deco shagreen and ivory travel desk clock. the sh {{url}} [sep] kent based auctioneers and valuers specialising in paintings, jewellery, watches, gold and silver, quality glass, ceramics and asian artefacts. [sep] [noocr]"
"1","in this weeks 'auctioneers mantlepiece' we dip into the difficult world of ivory antiques.  {{url}} #ivory #ivoryban #ukivoryact {{url}} [sep] welsh auctioneers & valuers for fine art, collectables & antiques. we hold fortnightly auctions and free valuations every friday in carmarthen. [sep] "
"1","mammoth ivory netsuke – lohan riding dragon

this pattern is known in shaolin kungfu as “lohan riding dragon” (“lor hon kea loong”). you can then strike him on his head or chest.

{{url}}
#netsuke #mammoth #mammothivory #ivory #art #artcreation #dragon #asia {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
netsuke - lohan
riding dragon

now $920.00

ivoryandart ‘com
"
"1","mammoth ivory netsuke – the sculpture

this outstanding #netsuke is a proud member of our master pieces netsukes collection. 
#handcarved by master carver. 

{{url}}

#mammoth #mammothivory #ivory #sculpture #netsukemastercollection
#netsuke_art #art #collection {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
netsuke - the
sculpture

now $950.00

ivoryandart ‘com
"
"1","rt {{mention}}: rare 15.5cm wide roman carved ivory relief dating to the 2nd-3rd century ad, depicting a drunken… {{url}} [sep] international pr/media agency working across all sectors of the arts, high end property, culture, digital media and sports industries. [sep] [noocr]"
"1","rt {{mention}}: this ornate comb was made from elephant ivory in northern italy during the early 15th century. combs, gravoirs and mir… [sep] keith r. amery. ba (hons); ma; ma; trading on-line as ihnasiyah gallery at {{url}} in antiquities & ancient art, fossils, meteorites & jewellery [sep] [noocr]"
"1","some more teapots have made their way into our conservation studio! they have been cleaned and polished using conservation grade methods and materials. careful consideration is taken when working with objects that have natural materials such as wood and ivory components. {{url}} [sep] specialists in fine art and antique conservation and restoration, object display and exhibition installation [sep] "
"1","an extremely amazing mammoth ivory netsuke of the seven lucky gods(or japans’ seven gods of fortune) in a bottle guard.

{{url}}

#handmade #ivory #sculpture #carving #tusk #art {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
netsuke - 7 lucky
gods in bottle

gourd

now $1,100.00

ivoryandart
"
"1","you can buy this stunning as well as a magnificent statue that features an eagle perched on rock above canyon made of mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep]  nww.ivory#~ l.c
 www.) yandart.com
"
"1","an inuit serpentine carving circa 1950s of the improbable narwhal. each sinuous fold has been lovingly and expertly carved. the narwhal's single twisted tusk is  carved from ivory. signed in inuktitut syllabics by the artist.

dimensions: 17"" x 11.5"" x 7""

{{url}} {{url}} [sep] carefully chosen mid-century modern, vintage & 20th century lighting, furnishings, art, glass, ceramics, housewares, clothing & jewellery. [sep] "
"1","look at this fascinating and enchanting work padmapani buddha statue carefully sculpted with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] wyy, | torseererrt l 't o
"
"1","rt {{mention}}: #carving #walrustusk #walrusivory #ivory #ivoryskull #handcarved #novascotia #acadian #jamiethibault  #art #inprogre ... [sep] handmade beach glass and salvaged copper suncatchers, windchimes and jewelry by angel flanagan. clare, nova scotia, canada. sea glass. [sep] [noocr]"
"1","here is the ivory panel and the information provided in the gallery {{url}} [sep] antique dealers: a research project on the history of the antiques trade in britain, a cultural geography - an ahrc research project. [sep]  the tragic provenance of 2 mediaeval ivory

max silberberg, 1878-1945

the ivory showing a man and a woman playing chess (2013.1.3; no. 19 in the first
case on your right as you enter the wellby room) came to the ashmolean museum
with the bequest of michael wellby, who died in 2012.

neither the museum at that time nor mr wellby knew that the ivory had formed part
of the collection of the german jewish businessman max silberberg, of breslau (now:
wroclaw, poland), who had acquired it following its sale from the collection of emile
lévy in 1928. it was sold from the silberberg collection at graupe’s auction house,
berlin, on 12 october 1935, lot 228. mr silberberg and his wife were victims of nazi
persecution and eventually murdered at auschwitz.

as soon &s the museum became aware of the provenance to this anonymous 1935
sale, it contacted the commission for looted art to report the possibly questionable
provenance. this subsequently led to a claim for restitution being submitted on behalf
of the heirs of max silberberg.

the claim was referred to the spoliation advisory panel, set up by the british
government. on 10 february 2016 the panel published its judgement that the ivory is
legally owned by the ashmolean and that the sale in 1935 was a result of mr
silberberg’s personal financial situation rather than nazi oppression; the panel

“the moral claim is insufficiently strong to warrant a recommendation of

restitution”: the report is available on line at {{url}}.

n fully recognizes and deplores the evil committed against j:w§ and
izi government between 1933 and 1945. it collaborates }_u'oac!}vely
imant families and their representatives and seeks to give fair and
ion to any claims made by heirs, including cases where the

le under english law. all claims are referred to the spoliation
e museum abides by the recommendations made by the panel.

"
"1","rt {{mention}}: sold £5,800 - sarah biffin (british 1784-1850) portrait of a military officer, miniature, watercolour on ivory #auctio… [sep] jewellery, watches and designer specialist & auctioneer at wilson 55 auctioneers 💎chairperson of the north west gem-a branch {{email}} [sep] [noocr]"
"1","mammoth ivory showroom! {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","look at this illustrious yet overwhelming creation of these mythical figurines of eight deities sculpted with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] {{url}}
"
"1","you can buy this beautiful, yet unique work of meditating seated buddha carefully sculpted with original mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #ivoryandart #christmassale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] l.com
 {{url}} v.com
 www~
"
"1","new pieces of #scrimshaw from judge arrived today & they are fantastic. both large chunks of ancient mammoth ivory. {{url}} [sep] scrimshaw gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles. [sep] "
"1","high quality mammoth ivory carving of kids playing on a relaxed bull laid on a teak wood
{{url}} {{url}} [sep] el cid gallery is an art gallery which includes both antiques and modern design; carvings, glass 
crystals and modern art work.

{{url}} [sep] "
"1","mammoth ivory netsuke – twin owls

this outstanding netsuke made of 100% genuine mammoth ivory tusk & made out from the best grade of mammoth ivory tusk.

{{url}}

#sculpture #ivory #mammothivory #art #workart #netsuke #carving {{url}} [sep] i love art especially carved legal ivory [sep] i
mammoth
ivory netsuke
- twin owls
a masterpiece
_ netsuke
now $990.00 /
free shipping

ivoryandart com
where art and history click”

"
"1","this #chinese ivory figure group is one of many oriental ivories in our #auction on tuesday. #antique {{url}} [sep] southport auctions in partnership with thomas watson auctioneers offer a comprehensive antiques and fine art auctioneering service covering the north of england [sep] [noocr]"
"1","{{url}} - great mammoth ivory carving for sale! [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","antique legal mammoth ivory carving of fukurokuju

one of the prominent seven lucky gods, #fukurokuju is omnipresent in japanese mythology. handcrafted by #mastercarver.

{{url}}

#mammoth #mammothivory #ivory #carving #japanesegod #sculpture #art  #collection {{url}} [sep] i love art especially carved legal ivory [sep] "
"1","sold at auction for £600 plus commission, a japanese carved ivory okimono of a seated man from the meiji era. 

#bristol #auction #japanese #ivory #okimono #meiji #antique {{url}} [sep] bristol auction rooms are valuers and auctioneers, established over 30 years ago located at: 1-3 yelverton rd bristol bs4 5hp telephone: 0117 953 1603 [sep] "
"1","rt {{mention}}: 19th century chinese carved ivory tusk carvings and figures, various estimates. islamic & oriental 24 june {{mention}}… [sep] auction after sales specialists.  contact us before bidding for a complete p&p service. [sep] [noocr]"
"1","mammoth ivory carvings now online! check it out! {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","a selection of the fine boxes in our auction on tuesday 11th april winchester {{url}} {{url}} [sep] the leading auctioneers and valuers in winchester. fine art, ceramics, jewellery, watches, silver, medals, furniture, wine & spirits, toys and collectors items [sep]    reraan r 5
"
"1","you can buy this gorgeous, yet exotic work of two rabbits eating carrot on a wooden plank carefully sculpted with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory [sep] {{url}}
 wwww.lv
"
"1","rt {{mention}}: a superb 19th century vienna ivory and enamel table casket. 16in tall. fine antique 16 september. estimate: £20,000-30,0… [sep] antiques and art valuer and dealer with established nationwide business. television expert on dickinsons real deal and secret dealers for itv [sep] [noocr]"
"1","ogp the latest from {{mention}}
ogp member's collections
- a modern metal wall sculpture by jon allen
- an original painting by carne griffiths
- a zitan wood & ivory carving buddha statue
- a set of chinese classical styled armchairs and end table
{{url}} {{url}} [sep] ogp was brought to life by a number of private collectors, as an interactive platform to gather and preserve invaluable and unique products. [sep] ohgoodparty.com

hypnotic sands: a
silver modern met-
al wall sculpture
by jon allen

 ohgoodparty.com

 ohgoodparty.com

{0)b) 5 118) 5 /n vwl va
tan wood & ivory
carving 1.10]b) b/ 5 13\

 [e):(elofeln) z::¥ a el0) '

m@ s (@) wlv ¢ 0 s
huanghuali va0, 8],

set of chinese classical dalbergia
odorifera styled royal armchairs and
end table

"
"1","a pair of #ivory africans sculptures, #france 70s
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}} [sep] el transformista, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects [sep] "
"1","adams brings us 3 wonderfully detailed #scrimshaw new to gallery done on ancient walrus ivory. for sale on website. {{url}} [sep] scrimshaw gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles. [sep] "
"1","fisherman with boy sculpted in mammoth ivory

buy this wonderful #sculpture @ {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory [sep] "
"1","sculpture of man with baskets in mammoth ivory

offer link: {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory [sep] www. 1

voryandart.com
"
"1","soon! {{url}} (mammoth ivory carving) webshop online! [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","coming up in our 1st october fine arts sale: an early 17th century depiction of christ crucified carved in ivory, circa 1600 - 1625.
.
.
finely carved with polychrome painted hair and… {{url}} [sep] kent based auctioneers and valuers specialising in paintings, jewellery, watches, gold and silver, quality glass, ceramics and asian artefacts. [sep] [noocr]"
"1","check this amazing mammoth ivory chessboard {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands [sep] [noocr]"
"1","buddha carving from ivory elephant (antique) {{url}} [sep] [nodes] [sep]  "
"1","lovely little signed carved ivory buddha figure #eclectic #antiques #alfiesantiques #london #ivory #buddha {{url}} [sep] location; 2nd floor {{mention}}, marylebone, london. specialises in; 20th century interior design objects & decor & contemporary silver jewellery. [sep] "
"1","dragon sculpture in mammoth ivory

special offer link: {{url}}

 #mammoth #ivory #warriors #tusk #qiang #ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory [sep] {{url}}
"
"1","ogp the latest from {{mention}}
ogp member collections
- avalokiteśvara and lotus：a traditional handmade zitan wood and ivory carving buddha statue
- six ritual jades of chinese zodiac, shang dynasty (1600 – c. 1046 bc)
{{url}}
{{url}} {{url}} [sep] ogp was brought to life by a number of private collectors, as an interactive platform to gather and preserve invaluable and unique products. [sep] ohgoodparty.com

a2v b o u dalv wd,
b0\ vau vwrly0,0)1d)
swideay {{mention}} a 31cidid) 5 fan
iv

 six ritual jades of
chinese zodiag

"
"1","legal mammoth ivory tusk carving of 3 lucky gods

special offer: {{url}}

#mammoth #ivory #warriors #tusk #qiang #ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory [sep] !

{{url}}
"
"1","prost! who said the ivory doesn't sell anymore? this wonderful german cold painted bronze and ivory figure by ferdinand preiss sold for £12,000. {{url}} [sep] hannam's in hampshire host monthly four day fine art antique auctions. for further information please call 01420 511788 or email {{email}} [sep] "
"1","museum quality mammoth ivory netsuke of samurai carrying bag on his shoulder. where are the samurai going to with his bag hanging on his shoulders, two swords in his belt & a some kid of letter on his right hand.

{{url}}

#netsuke #ivory #mammothivory #art {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
netsuke - samurai

c ing bag o )
?.ii;z ?;rlllgou?dger 4 a masterpiece
netsuke
now $990.00
free shipping

|
| ivoryandart com
vhete at t el ek
"
"1","march estate art, antique, maritime & modern design timed online auction - {{url}} {{url}} [sep] ripley auctions is a live & online auction house specializing in fine art, antiques, jewelry & memorabilia serving an international market of collectors. [sep]  "
"1","mammoth ivory carvings figurine of japanese samurai

look at this mighty yet robust creation of japanese samurai figurines on a wooden platform precisely sculpted with original mammoth ivory.

{{url}} {{url}} [sep] i love art especially carved legal ivory [sep] mammoth ivory
carvings figurine of
japanese samurai

a masterpiece
netsuke

now $8,900.00

free shipping

ivoryandart com

where art and history click
"
"1","spanish cabinet secrets
fronts in ivory. high 150 cm width 90 cm
#antiques #antiquesinargentina {{url}} [sep] from argentina to the world, blending our name with tradition and avant-garde, with more than 45 years of experience in arts and antiques. santostefano antiques [sep] )

y

"
"1","our newsletter of new #scrimshaw is here! many nautical pieces by dupont on ancient walrus tusk ivory are featured. {{url}} [sep] scrimshaw gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles. [sep] [noocr]"
