"18","Mammoth Ivory Figurine – Two Japanese Geishas
This is a very high quality mammoth ivory carving of two half naked Japanese Geishas
This Erotic Figurine is Hand carved by Master Carver to perfection.

{{URL}}

#geisha #art #mammoth #mammothivory #erotic {{URL}}" 
"19","Antique Legal Mammoth Ivory Carving of Fukurokuju

One of the prominent seven Lucky Gods, #fukurokuju is omnipresent in Japanese mythology. Handcrafted by #mastercarver.

{{URL}}

#mammoth #mammothivory #ivory #carving #japanesegod #sculpture #art  #collection {{URL}}" 
"20","Mammoth Ivory Netsuke – The Sculpture

This outstanding #netsuke is a proud member of our MASTER Pieces Netsukes collection. 
#handcarved by Master Carver. 

{{URL}}

#mammoth #mammothivory #ivory #sculpture #netsukemastercollection
#netsuke_art #art #collection {{URL}}" 
"21","Amazing Mammoth Ivory Carving Of Birds On A Flower

This exquisite sculpture is of a bird perking a leaf. 

{{URL}}

#mammoth #mammothivory #ivory #mammothivorytusk
#bird #birdsivorycarvingivory #passion #art #beautiful #nature #legalmammothivory #masterpiece {{URL}}" 
"22","Mammoth Ivory Tusk- The Bears

Tranquil, peaceful, beautiful and utterly unique are all words that describe this mammoth ivory tusk carving. 

{{URL}}

#animal #bears #legalmammothivory #MammothivoryTusk #tusk {{URL}}" 
"23","Mammoth Ivory Masterpiece – Three Cats in A basket {{URL}}" 
"24","Samurai With Sword Up- Mammoth Ivory Masterpiece

Product: {{URL}} {{URL}}" 
"25","Mammoth Ivory Masterpiece Netsuke – Tiger &amp; a Crab

Link: {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"26","Meissen Porcelain Figurine The Drummer From Meissen Monkey Band 

Offer Link: {{URL}}

#Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"27","This Figurine is made of 100% genuine Mammoth Ivory Tusk. The extinct woolly Mammoth roamed the earth before 10,000-40,000 years ago. Today we can found Mammoth ivory tusk in the arctic regions like Siberia in Russia.
More Details: {{URL}}
#virgin #malaysianhair {{URL}}" 
"28","Mammoth Ivory Figurine – Saint Joseph Holding Baby Jesus

Special Offer: {{URL}}

#saint #catholicism #catholic #christianity #joseph #dun #jenna #josh #tyler #jishwa #jennajoseph #tyjo #skeletonclique #clique #joshuadun #regionalatbest #joshler #blurryface {{URL}}" 
"29","Legal Mammoth Ivory Tusk Carving of 3 Lucky Gods

Special Offer: {{URL}}

#Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"30","Sculpture of Man With Baskets in Mammoth Ivory

Offer Link: {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"31","Legal Mammoth Ivory Carving of Fisherman

Special Offer Link: {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersale {{URL}}" 
"32","Dragon Sculpture in Mammoth Ivory

Special Offer Link: {{URL}}

 #Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"33","Mammoth Ivory Netsuke – Monkey Sitting on Horse Back

Special Offer Link: {{URL}}
.
.
.
 #antique #netsuke #antiquenetsuke #ivorynetsuke #antiqueivory #hare #netsukeivory #ivoryhare #japanantique #石川 #Ishikawa #meijiperiod #meijinetsuke #theharewithambereyes {{URL}}" 
"34","Each of us is carving a stone, erecting a column, or cutting a piece of stained glass in the construction of something much bigger than ourselves.
Buy And Get Offer: {{URL}}

#ivoryandart #decor #homedecor #interior #house #decoration #homesweethome #homedesign {{URL}}" 
"35","Fisherman With Boy Sculpted in Mammoth Ivory

Buy this wonderful #Sculpture @ {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"36","Sculpture of Man With Baskets in Mammoth Ivory

Buy this wonderful #Sculpture @ {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"37","19th Century Meissen Figurine of Cupid Sewing Broken Heart

Buy this wonderful #MeissenPorcelainSculpture @ {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"38","You can buy this splendid and graceful Carving of Seven Lucky Gods on a wooden plank by authentic Mammoth Ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"39","You can buy this enchanting and enthralling Masterpiece Carving of A Pig on a wooden plank by authentic Mammoth Ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"40","Look at this fascinating and enchanting work Padmapani Buddha Statue carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"41","Look at this exotic yet outlandish work of Geisa carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"42","Look at this mighty yet robust creation of Japanese Samurai Figurines precisely sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"43","Look at this illustrious yet overwhelming creation of these Mythical Figurines of Eight Deities sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"44","Look at this intricate yet delicate creation of a Traditional Chinese Village with all Antique Idols with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"45","You can purchase this stunning, nonetheless distinctive work of meditating seated Buddha fastidiously carved with mammoth ivory. 

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"46","You can buy this wonderful, yet exquisite work of Crane and Deer  on a wooden plank carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"47","You can buy this wonderful, yet unique work of A Chinese Old Man Holding Chinese Bayberry Fruit carefully sculpted with mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"48","Look at this excellent, exquisite work of Bonsai tree with duck twins on a picket plank fastidiously carved with mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"49","You can buy this gorgeous, yet exotic work of Two Rabbits eating carrot on a wooden plank carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"50","You can obtain this glorious carving of Laughing Buddha twiddling with 2 kids rigorously carven with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}" 
"51","You can buy this antique carving of Lions And Rhino handcrafted statue produced using with the finest Mammoth Ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"52","You can buy this explicit carving of Laughing Buddha Holding a Wealth Ball in his hand carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"53","You can buy this gorgeous carving of elephant herd roaming in the jungle carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"54","You can buy this beautiful work of The Dragon And Phoenix on a wooden plank carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"55","You can buy this beautiful work of Lion King Sitting on his den on a wooden plank carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"56","You can buy this stunning as well as a magnificent statue that features an eagle perched on rock above canyon made of mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"57","You can buy this 11 faced and 46 hand idol of Lord Shiva carefully sculpted with original mammoth ivory. 

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}" 
"58","You can buy this wonderful Chinese Philosopher Confucius Figurine holding a sword carefully sculpted with mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}" 
"59","You can buy this exclusive work of Chinese Rich Man Holding a Coin Carving on Mammoth Ivory

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}" 
"60","You can buy this wonderful, yet unique work of Two Squirrels Playing with each other.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping" 
"61","You can buy this beautiful, yet unique work of Meditating Seated Buddha carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}" 
"62","Also same French Estate Import this lovely Antique French Ivory 1860s-1870s Pink Silk lined Box with Mirror, Brush and comb {{URL}}" 
"63","Excited to share the latest addition to my #etsyvintage shop #Vintage #HandCarved #Ivory #RoseBrooch #FineJewellery #24ktGold #Wellsjewelry #Collectible #Heirloom #Weddingjewelry {{URL}} {{URL}}" 
"64","Carrington &amp; Co. London - A 19th century Rosewood and etched ivory cased eight day mantel timepiece, lot 200 inour weekly sale, est £400-£600 #antiques #clocks #auction #Lewes {{URL}}" 
"65","Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}" 
"66","Dragon Sculpture in Mammoth Ivory

Special Offer Link: {{URL}}

 #Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}" 
"67","Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}" 
"68","A pair of #ivory africans sculptures, #France 70s
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}" 
"69","Our #Silver &amp; Objects of Vertu sale on 16th July features some interesting pieces including this #Mokume tea caddy by #TiffanyandCo, #EdwardMoore period, decorated with a carved ivory okimono finial of playful #Japanese figures. Estimated at £1,000-1,500. {{URL}} {{URL}}" 
"70","Chinese Carved Ivory &amp; Wood Card Cases. {{URL}}" 
"71","Lot 375 - A silver presentation trowel with a superbly carved ivory handle- William Taylor for St Peters Church Preston. Hallmarked for London 1848 by Edward, John &amp; William Barnard #auction #antique #antiquesilver #silvercollection #silverdealer #churchillauctions {{MENTION}} {{URL}}" 
"72","Just a small collection of carved Ivory and Rhinoceros antiquities that was sold, paid and collected for in our latest fine art auction. Despite the potential ban, the market is still strong for these wonderful works of art. {{URL}}" 
"73","S/4625 Antique Treen Early 19th Century Circular Trinket Box

A good quality and interesting Regency Period circular trinket box, having a rounded and fitted lid and base with ivory banding that is made up of various different woods throughout. 

{{URL}} {{URL}}" 
"74","Magnifying Glass Ivory  10 cm c.1890 {{URL}} via {{MENTION}}" 
"75","Small ivory card case #jeremygreenantiques #cardcase #ivory {{URL}}" 
"76","An Inuit serpentine carving circa 1950s of the improbable narwhal. Each sinuous fold has been lovingly and expertly carved. The narwhal's single twisted tusk is  carved from ivory. Signed in Inuktitut syllabics by the artist.

Dimensions: 17"" x 11.5"" x 7""

{{URL}} {{URL}}" 
"77","Check out this item in my Etsy shop {{URL}} #prebanivory #ivoryjewelery #vintageivory" 
"78","RT {{MENTION}}: A very unusual large signed #Japanese #Meiji period wood and ivory okimono of a group of carousing skeletons, 19in x 9.7…" 
"79","Green &amp; White (Indian) #ivory #ChessSet. Complete &amp; in excellent condition. c1850. #Bath; #Antiques; #Chess; #ForSale; #QuietStreet {{URL}}" 
"80","RT {{MENTION}}: Paul Heermann (1673-1732) - Cupid pissing, ivory relief carving. End the modern ivory trade but please #protectantique…" 
"81","#shagreen #ivory #artdeco #1920S #collectables #modernist #deco #interiors #interiordecoration #homedecor #vintage #jewellery #design #homedecor #home #beautiful #original {{URL}}" 
"82","Group of European ivory
animals playing
#antiques #antiquesinArgentina {{URL}}" 
"83","Spanish Cabinet secrets
Fronts in ivory. High 150 cm width 90 cm
#antiques #antiquesinargentina {{URL}}" 
"84","#Auction Lot 257 - A rare carved Indian ivory chandelier in the manner of Philipp Perron #Chandelier #antiques {{URL}}" 
"85","Lovely little signed carved ivory Buddha figure #eclectic #antiques #alfiesantiques #London #ivory #Buddha {{URL}}" 
"86","RT {{MENTION}}: A fine selection of 19th century #Chinese and #Japanese carved #ivory #figures/items. ISLAMIC &amp; ORIENTAL 29 JULY {{MENTION}}…" 
"87","RT {{MENTION}}: 19th century Chinese carved ivory tusk carvings and figures, various estimates. ISLAMIC &amp; ORIENTAL 24 JUNE {{MENTION}}…" 
"88","Coconut and ivory pot {{URL}} {{URL}}" 
"89","Asian Art in London soon! Ivory Shibayama Fruit on sale - Bulstrodes #lotoftheday {{MENTION}} {{URL}} {{URL}}" 
"90","Item of the day - Rare Pair Antique Asian Ivory &amp; Ebony Erotic Game Counters 19h C. {{URL}} {{URL}}" 
"91","RT {{MENTION}}: A #Victorian #ivory &amp; mercury Elliot Bros desk thermometer {{URL}} #Antiques #Office #GiftIdeas {{URL}}" 
"92","Ivory Indo-Portuguese sculpture – Goa, XVIIth Century {{URL}}" 
"93","Minton Bronze and Ivory Figures {{MENTION}}! Minton Bronze and Ivory Figurine  {{URL}}" 
"94","Collection of Antique Ebony &amp; Ivory Dominoes available at {{URL}}. {{URL}}" 
"95","Our silver collection is approaching 500 products including many pieces of silver cutlery. Two examples... Edward VII silver ferruled and ivory handled dessert knives and forks &amp; Georgian, George III, silver &amp; mother of pearl dessert knives &amp; forks. {{URL}} {{URL}}" 
"96","Goa ivory, 18th century, 11,5 cm {{URL}}" 
"97","New item added to the site a Rare 18th Century Mughal anthropomorphic carved ivory cane handle with suspended tongue. {{URL}}" 
"98","RT {{MENTION}}: A superb 19th century Vienna ivory and enamel table casket. 16in tall. Fine Antique 16 September. Estimate: £20,000-30,0…" 
"99","For Chess fans and fans of the Queens Gambit this Anglo-Indian ebony and ivory inlaid chess table is a highlight piece in our Traditional Home sale on 23 January, 10am. With an estimate of £800-£1200 this is certainly not an item to be missed.
{{URL}} {{URL}}" 
"100","Here is the ivory panel and the information provided in the gallery {{URL}}" 
"101","Check this gorgeous Mammoth ivory carving {{URL}}" 
"102","Finally, our webshop Mammoth Ivory Carvings is online! Check it out! {{URL}}" 
"103","Check this amazing Mammoth Ivory Chessboard {{URL}}" 
"104","Mammoth Ivory Carvings now online! Check it out! {{URL}}" 
"105","Mammoth Ivory Showroom! {{URL}}" 
"106","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"107","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"108","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"109","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"110","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"111","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"112","Just arrived!! New Mammoth Ivory Carvings  {{URL}}" 
"113","Take a look at this amazing Mammoth Ivory Netsuke {{URL}}" 
"114","{{URL}} - Great Mammoth Ivory Carving for Sale!" 
"115","Amazing Mammoth Ivory Carving for Sale.  {{URL}}" 
"116","Soon! {{URL}} (Mammoth Ivory Carving) webshop online!" 
"117","{{MENTION}} some new stock in just in time for fair #silver #ww1 #georgjensen #ivory #shooting {{URL}}" 
"118","New items in cabinet 124 #astraantiquescentre #victorian #doll #silver #medal #Georgian #ivory {{URL}}" 
"119","Sold at auction for £600 plus commission, a Japanese carved ivory Okimono of a seated man from the Meiji era. 

#Bristol #Auction #Japanese #Ivory #Okimono #Meiji #Antique {{URL}}" 
"120","A #Japanese carved #ivory #Okimono of an egg seller from #Meiji period; the seated figure is holding an egg in his left hand for close inspection.

Sold at #auction for £600 plus commission. {{URL}}" 
"121","A pair of late Victorian stained ivory cuff links by Child &amp; Child c1905. Each terminal designed as a heart, collet set with a green stained ivory panel conjoined by belcher links. {{URL}}" 
"122","Octagonal whale ivory sewing stand, 11½"" tall, brought $25,200 (est. $9000/12,000) at {{MENTION}} {{URL}} #antiques #antique #vintage #art #artist #Americana #ivory #whale #whales #sewing #folkart {{URL}}" 
"123","Prost! Who said the ivory doesn't sell anymore? This wonderful German cold painted bronze and ivory figure by Ferdinand Preiss sold for £12,000. {{URL}}" 
"124","OGP The latest from {{MENTION}}
OGP MEMBER COLLECTIONS
- Avalokiteśvara and Lotus：A traditional handmade Zitan wood and ivory carving Buddha statue
- Six ritual jades of Chinese zodiac, Shang dynasty (1600 – c. 1046 BC)
{{URL}}
{{URL}} {{URL}}" 
"125","OGP The latest from {{MENTION}}
OGP member's collections
- A modern metal wall sculpture by Jon Allen
- An original painting by Carne Griffiths
- A Zitan wood &amp; ivory carving Buddha statue
- A set of Chinese classical styled armchairs and end table
{{URL}} {{URL}}" 
"126","OGP The latest from {{MENTION}}
OGP member's collections
- A 6240g ivory carving statue of Buddha
- A Chinese scholar's rock - Sardonyx (Collector: Master Zhou Changxing)
- A brilliant green enamel vase with elephant handles, Qianlong seal mark
{{URL}} {{URL}}" 
"127","This fine and unusual 19th-century white marble, ivory and ormolu mantel clock by Maple Co of Paris is coming up for sale in our Fine Art &amp; Antiques online auction this Thursday here at Dawsons.

Estimated to fetch between £500-£700. {{URL}}" 
"128","A superb 18th century European carved ivory dish. 11½in wide. Fine Antique 16 September. Estimate: £1500-2000 {{MENTION}} {{URL}}" 
"129","A superb 19th century Vienna ivory and enamel table casket. 16in tall. Fine Antique 16 September. Estimate: £20,000-30,000 {{MENTION}} {{URL}}" 
"130","A large 19th century Japanese carved and panelled ivory and bone shrine. Islamic and Oriental 15 September. Estimate: £400-600 {{MENTION}} {{URL}}" 
"131","RT {{MENTION}}: Rare 15.5cm wide Roman carved ivory relief dating to the 2nd-3rd century AD, depicting a drunken… {{URL}}" 
"132","Digging this….
George III Irish silver Butter spade marked for Dublin 1786 with stained ivory handle by Joseph Jackson, having the crest of Newton of Charlton, Kent and Dunleckny, Co. Carlow, Ireland. {{URL}}" 
"133","William Grimaldi (1751-1830), Portrait of  a gentleman in a blue coat and stock and a women in a gold dress with a lace jabot, holding a child,  portrait miniatures, a pair, watercolour on ivory, inscribed paper verso ""W Grimaldi AR engraver {{URL}}" 
"134","3 of our fantastic Indian Ivory Miniatures available on our website #ivory #indian #antiques {{URL}} {{URL}}" 
"135","A Japanese Ivory netsuke, Signed Mitsuchika. {{URL}}
#japanese #ivory #antique #meiji {{URL}}" 
"136","An unusual and fine Indian miniature on ivory, c. 1880.
{{URL}} #indian #miniature #ivory #antique {{URL}}" 
"137","Dieppe ivory group of Putti at play - {{URL}} #antiques #dieppe #antique {{URL}}" 
"138","A Japanese Ivory netsuke, c. 1900, Meiji Period. #japanese #ivory #netuke #meiji {{URL}} {{URL}}" 
"139","New Acquisitions - Fantastic Pair Art Deco bronze &amp; Ivory figures #artdeco #bronze #ivory {{URL}} {{URL}}" 
"140","I am selling my beautiful piano if anyone is interested. Its loved but gets little playing attention - sob.  Mahogany, iron frame and ivory keys. Stamped for 1921. In fine condition. Regularly tuned. Purchased 8... {{URL}}" 
"141","This #Chinese ivory figure group is one of many Oriental ivories in our #auction on Tuesday. #Antique {{URL}}" 
"142","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}" 
"143","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}" 
"144","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}" 
"145","RT {{MENTION}}: A stianed ivory chess set #Antiques from Everitt and Rogers Limited {{URL}}  {{MENTION}} {{URL}}" 
"146","In this weeks 'Auctioneers Mantlepiece' we dip into the difficult world of ivory antiques.  {{URL}} #ivory #IvoryBan #UKIvoryAct {{URL}}" 
"147","AN INDO-PORTUGUESE IVORY INLAID CABINET, India, circa 1680 | New York | Mallett Antiques: {{URL}}" 
"148","Our auction this Saturday features a number of beautiful antique wax seals from a single collection. Sold in separate lots the seals encompass diverse materials and designs, including a silver owl together with agate, gold and ivory examples. See them in our online catalogue now. {{URL}}" 
"149","Late Victorian mahogany &amp; fruitwood travelling chess board with ivory chess pieces,c1890....{{URL}} #antiques #Chess #boardgames #Victorian #giftsforhim #giftideas #gamespeopleplay #games #chessboard #CHECKMATE #birthdaygift {{URL}}" 
"150","RT {{MENTION}}: This ornate comb was made from elephant ivory in Northern Italy during the early 15th century. Combs, gravoirs and mir…" 
"151","Describing a C14th #Mameluke ivory and wood panel to my guest at {{MENTION}} #Islamicart week private view launch night #history #islamic #art {{URL}}" 
"152","Our Christmas Sale includes Objects, Jewellery, SIlver and Alcohol - starts at 9:30am on Wednesday 8th December.

Lot No 3 - Sixteen Indian Mughal oval portrait miniatures hand painted onto ivory of temples and figures,

View the catalogue here: {{URL}}

#mughal {{URL}}" 
"153","RT {{MENTION}}: Miniatures Painted On Ivory. 19th Century.
{{URL}}
{{MENTION}} 

1870s Naive Maritime Scene, Antiq…" 
"154","Anglo-Indian Shisham Wood &amp; Ivory Inlaid Side Table from Mysore, attributed to Ahmedali &amp; Brothers of Mysore (awarded a silver medal at the Calcutta Exhibition of 1884). £1,200: {{URL}}" 
"155","This is a beautiful japanes ivory Mei-ji. Enjoy it! {{URL}}" 
"156","Hand painted on ivory miniature of Lady Carrington @ Terrier Antiques Ltd {{URL}}" 
"157","The weird, the wonderful and the macabre. Our 20/21 May auction, including the contents of Astley Townhouse, includes some of the most unusual and bizarre items we have ever seen. Featured - A Meiji period carved ivory human skull, snake and skeleton netsuke £800-1,200 {{URL}}" 
"158","⚱️⚱️Shibayama Inlay (Shibayama Zōgan) is a lacquer art form distinguished by high relief carved inlays made from shell, coral, tortoiseshell, and ivory. Many gorgeous Shibayama crafts were exported during the... {{URL}}" 
